"","COMPNOS","NatureCode","INCIDENT_TYPE_DESCRIPTION","MAIN_CRIMECODE","REPTDISTRICT","REPORTINGAREA","FROMDATE","WEAPONTYPE","Shooting","DOMESTIC","SHIFT","Year","Month","DAY_WEEK","UCRPART","X","Y","STREETNAME","XSTREETNAME","Location"
"1349",130727577,"BEIP  ","RESIDENTIAL BURGLARY","05RB","C11",823,"11/16/2013 03:38:00 AM","Unarmed","No","No","Last",2013,11,"Saturday","Part One",774925.02324228,2939097.2473911,"SAWYER AV","","(42.312194, -71.06092924)"
"1350",130727280,"BEIP  ","RESIDENTIAL BURGLARY","05RB","D14",796,"11/15/2013 05:30:00 PM","Unarmed","No","No","First",2013,11,"Friday","Part One",756973.02830643,2953356.46723218,"ST LUKES RD","","(42.35155635, -71.12706954)"
"1351",130727016,"BERPT ","RESIDENTIAL BURGLARY","05RB","B3",441,"11/15/2013 10:48:00 PM","Other","No","No","First",2013,11,"Friday","Part One",769243.89451269,2932717.08593886,"KINGSDALE ST","","(42.29476483, -71.08204862)"
"1352",130726922,"BERPT ","RESIDENTIAL BURGLARY","05RB","E13",508,"11/15/2013 10:00:00 AM","Other","No","No","Day",2013,11,"Friday","Part One",759721.51920051,2931800.15634227,"ELDRIDGE RD","","(42.29237136, -71.11725954)"
"1353",130726713,"BERPT ","RESIDENTIAL BURGLARY","05RB","D14",801,"11/15/2013 02:30:00 PM","Unarmed","No","No","Day",2013,11,"Friday","Part One",756128.67894527,2954183.8806036,"LINDEN ST","","(42.35383688, -71.13017988)"
"1354",130724783,"BEIP  ","RESIDENTIAL BURGLARY","05RB","D4",626,"11/14/2013 10:29:00 PM","Unarmed","No","No","First",2013,11,"Thursday","Part One",764068.0029616,2949757.06235751,"PARK DR","","(42.34159135, -71.10088455)"
"1355",130724683,"BERPT ","RESIDENTIAL BURGLARY","05RB","E13",643,"11/14/2013 08:30:00 AM","Unarmed","No","No","Day",2013,11,"Thursday","Part One",759644.07644201,2938811.31522019,"ELIOT ST","","(42.31161135, -71.11742954)"
"1356",130724422,"BERPT ","RESIDENTIAL BURGLARY","05RB","C6",193,"11/14/2013 06:00:00 AM","Other","No","No","Last",2013,11,"Thursday","Part One",776855.69359353,2945580.85679918,"VINTON ST","","(42.32995779, -71.0536659)"
"1357",130724365,"BERPT ","RESIDENTIAL BURGLARY","05RB","B3",417,"11/14/2013 03:00:00 AM","Unarmed","No","No","Last",2013,11,"Thursday","Part One",771535.19176736,2928101.32318877,"MORA ST","","(42.28206777, -71.07366504)"
"1358",130724281,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",585,"11/14/2013 07:29:00 PM","Other","No","No","First",2013,11,"Thursday","Part One",763260.15483976,2945279.96599677,"PARKER HILL AV","","(42.32931636, -71.10394954)"
"1359",130724277,"BERPT ","RESIDENTIAL BURGLARY","05RB","B3",943,"11/14/2013 05:27:00 PM","Unarmed","No","No","First",2013,11,"Thursday","Part One",769829.15351277,2925363.54946485,"STANDARD ST","","(42.27457836, -71.08001927)"
"1360",130722730,"BEIP  ","RESIDENTIAL BURGLARY","05RB","C11",364,"11/14/2013 12:04:00 PM","Unarmed","No","No","Day",2013,11,"Thursday","Part One",776137.32167069,2932647.03522594,"ADAMS ST","","(42.29447709, -71.05657121)"
"1361",130722671,"IVPER ","RESIDENTIAL BURGLARY","05RB","C6",231,"11/13/2013 03:00:00 AM","Other","No","No","Last",2013,11,"Wednesday","Part One",783186.02673335,2947095.72516052,"E 5TH ST","","(42.33402135, -71.03022457)"
"1362",130722348,"BERPTA","RESIDENTIAL BURGLARY","05RB","E5",707,"11/13/2013 07:43:00 PM","Unarmed","No","No","First",2013,11,"Wednesday","Part One",751462.24700519,2923597.94308794,"WASHINGTON ST","","(42.26996151, -71.14791073)"
"1363",130721960,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",603,"11/13/2013 02:30:00 PM","Unarmed","No","No","Day",2013,11,"Wednesday","Part One",763708.99121244,2946737.93420944,"TREMONT ST","","(42.33331135, -71.10226455)"
"1364",130721461,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",404,"11/13/2013 05:45:00 AM","Other","No","No","Last",2013,11,"Wednesday","Part One",773486.58058111,2927270.64998135,"GALLIVAN BL","","(42.27976136, -71.06646956)"
"1365",130720352,"BEIP  ","RESIDENTIAL BURGLARY","05RB","A7",21,"11/12/2013 09:59:00 PM","Unarmed","No","No","First",2013,11,"Tuesday","Part One",782452.27032685,2962082.49538377,"CHELSEA ST","","(42.37515634, -71.03263458)"
"1366",130720301,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",246,"11/12/2013 09:00:00 AM","Unarmed","No","No","Day",2013,11,"Tuesday","Part One",776878.18501836,2940318.13274461,"SAXTON ST","","(42.31551635, -71.05368457)"
"1367",130720233,"LARCRT","RESIDENTIAL BURGLARY","05RB","B2",602,"11/12/2013 08:30:00 AM","Other","No","No","Day",2013,11,"Tuesday","Part One",763741.2418041,2947069.71208918,"WORTHINGTON ST","","(42.33422135, -71.10213955)"
"1368",130720024,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",255,"11/12/2013 07:30:00 AM","Unarmed","No","No","Day",2013,11,"Tuesday","Part One",776087.0675061,2939359.16911136,"SAVIN HILL AV","","(42.31289623, -71.056628)"
"1369",130719992,"BERPT ","RESIDENTIAL BURGLARY","05RB","D14",773,"11/12/2013 08:00:00 AM","Unarmed","No","No","Day",2013,11,"Tuesday","Part One",748430.51914477,2949059.58048476,"COMMONWEALTH AV","","(42.33986366, -71.15873557)"
"1370",130719907,"BERPT ","RESIDENTIAL BURGLARY","05RB","D14",773,"11/12/2013 02:00:00 PM","Other","No","No","Day",2013,11,"Tuesday","Part One",748969.91275101,2949102.51379785,"SOUTH ST","","(42.33997553, -71.15673985)"
"1371",130719898,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",255,"11/12/2013 08:30:00 AM","Unarmed","No","No","Day",2013,11,"Tuesday","Part One",776087.0675061,2939359.16911136,"SAVIN HILL AV","","(42.31289623, -71.056628)"
"1372",130719769,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",265,"11/08/2013 07:00:00 PM","Other","No","No","First",2013,11,"Friday","Part One",770147.42124894,2942769.01104493,"PERRIN ST","","(42.32233562, -71.07852551)"
"1373",130718757,"BERPTA","RESIDENTIAL BURGLARY","05RB","E13",652,"11/07/2013 08:30:00 AM","Other","No","No","Day",2013,11,"Thursday","Part One",760472.32150469,2935394.92671177,"SOUTH ST","","(42.30222635, -71.11442454)"
"1374",130718212,"BERPT ","RESIDENTIAL BURGLARY","05RB","E5",822,"11/11/2013 12:30:00 PM","Other","No","No","Day",2013,11,"Monday","Part One",751589.88487327,2919066.81993236,"CROWN POINT DR","","(42.25752627, -71.14750833)"
"1375",130717707,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",240,"11/11/2013 02:50:00 PM","Unarmed","No","No","Day",2013,11,"Monday","Part One",775235.15221519,2941355.49582735,"CHASE ST","","(42.31838635, -71.05973956)"
"1376",130717392,"ALARMR","RESIDENTIAL BURGLARY","05RB","D14",795,"11/11/2013 09:00:00 AM","Other","No","No","Day",2013,11,"Monday","Part One",753680.16678194,2953273.09371127,"HIGH ROCK WY","","(42.35136643, -71.13925255)"
"1377",130717377,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",250,"11/11/2013 01:43:00 PM","Other","No","No","Day",2013,11,"Monday","Part One",778340.65519052,2939211.27340977,"SAVIN HILL AV","","(42.31245795, -71.04829904)"
"1378",130717277,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",158,"11/11/2013 09:00:00 AM","Unarmed","No","No","Day",2013,11,"Monday","Part One",771445.08007094,2949401.00138985,"W BROOKLINE ST","","(42.34051635, -71.07360456)"
"1379",130717109,"BERPT ","RESIDENTIAL BURGLARY","05RB","E5",689,"11/10/2013 03:00:00 PM","Other","No","No","Day",2013,11,"Sunday","Part One",750089.92494669,2932064.80345076,"WELD ST","","(42.29321065, -71.15285368)"
"1380",130716484,"BEIP  ","RESIDENTIAL BURGLARY","05RB","C11",460,"11/11/2013 12:12:00 AM","Unarmed","No","No","Last",2013,11,"Monday","Part One",769847.95564052,2936363.02943435,"WASHINGTON ST","","(42.30476135, -71.07974956)"
"1381",130716471,"CRIP  ","RESIDENTIAL BURGLARY","05RB","D4",626,"11/11/2013 12:12:00 AM","Unarmed","No","No","Last",2013,11,"Monday","Part One",764275.47859652,2949905.62800527,"QUEENSBERRY ST","","(42.34199635, -71.10011455)"
"1382",130716423,"BERPT ","RESIDENTIAL BURGLARY","05RB","E13",570,"11/09/2013 06:30:00 PM","Unarmed","No","No","First",2013,11,"Saturday","Part One",763405.74181893,2937930.46888477,"GLEN RD","","(42.30914712, -71.10353747)"
"1383",130716103,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",352,"11/10/2013 10:00:00 AM","Unarmed","No","No","Day",2013,11,"Sunday","Part One",774720.0879566,2935272.40924028,"ARCADIA ST","","(42.30170135, -71.06175956)"
"1384",130715940,"BERPT ","RESIDENTIAL BURGLARY","05RB","E13",574,"11/10/2013 05:22:00 PM","Other","No","No","First",2013,11,"Sunday","Part One",763232.59255893,2938982.57012702,"CORNWALL ST","","(42.31203635, -71.10415955)"
"1385",130715376,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",616,"11/09/2013 08:45:00 PM","Unarmed","No","No","First",2013,11,"Saturday","Part One",764478.9765491,2948598.29006878,"PALACE RD","","(42.33840635, -71.09938455)"
"1386",130715275,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",182,"11/10/2013 09:21:00 AM","Other","No","No","Day",2013,11,"Sunday","Part One",772070.92363552,2942671.54798527,"ALBION ST","","(42.32204187, -71.07141477)"
"1387",130715226,"BERPT ","RESIDENTIAL BURGLARY","05RB","E13",648,"11/09/2013 04:00:00 PM","Other","No","No","First",2013,11,"Saturday","Part One",761075.87804035,2937115.92130128,"CHILD ST","","(42.30694135, -71.11216455)"
"1388",130715108,"BERPT ","RESIDENTIAL BURGLARY","05RB","A1",117,"11/10/2013 02:45:00 AM","Unarmed","No","No","Last",2013,11,"Sunday","Part One",774362.91445836,2953493.72122277,"WASHINGTON ST","","(42.35170634, -71.06273456)"
"1389",130714956,"BEIP  ","RESIDENTIAL BURGLARY","05RB","C11",359,"11/10/2013 02:23:00 AM","Unarmed","No","No","Last",2013,11,"Sunday","Part One",772498.78662493,2932376.68898186,"MELVILLE AV","","(42.29378636, -71.07002457)"
"1390",130714652,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",605,"11/09/2013 11:55:00 PM","Other","No","No","Last",2013,11,"Saturday","Part One",762263.79233118,2946333.61972935,"STOCKWELL ST","","(42.33222026, -71.10761629)"
"1391",130714299,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",318,"11/09/2013 07:00:00 PM","Other","No","No","First",2013,11,"Saturday","Part One",767293.44697003,2938701.00343293,"HOMESTEAD ST","","(42.31121103, -71.08915114)"
"1392",130713326,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",331,"11/08/2013 05:30:00 PM","Unarmed","No","No","First",2013,11,"Friday","Part One",772606.76245886,2939754.38452826,"BIRD ST","","(42.31402964, -71.06948785)"
"1393",130712684,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",291,"11/08/2013 04:30:00 PM","Unarmed","No","No","First",2013,11,"Friday","Part One",766334.49842861,2945475.3999891,"CENTRE ST","","(42.3298129, -71.0925768)"
"1394",130712576,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",605,"11/08/2013 09:40:00 AM","Other","No","No","Day",2013,11,"Friday","Part One",761876.28457602,2946620.13326393,"SHEPHERD AV","","(42.33301135, -71.10904455)"
"1395",130712104,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",611,"11/08/2013 07:23:00 PM","Other","No","No","First",2013,11,"Friday","Part One",761321.63148586,2946451.87507027,"HUNTINGTON AV","","(42.3325566, -71.11109868)"
"1396",130711656,"BERPT ","RESIDENTIAL BURGLARY","05RB","C6",188,"11/08/2013 11:15:00 AM","Other","No","No","Day",2013,11,"Friday","Part One",775356.99449119,2942611.28498244,"ST MARGARET ST","","(42.32183056, -71.05926506)"
"1397",130711653,"BERPT ","RESIDENTIAL BURGLARY","05RB","E5",748,"11/08/2013 09:45:00 AM","Other","No","No","Day",2013,11,"Friday","Part One",746871.12101686,2935609.66447127,"BROADLAWN PARK","","(42.30297332, -71.16469896)"
"1398",130711628,"BERPT ","RESIDENTIAL BURGLARY","05RB","E13",570,"11/08/2013 10:00:00 AM","Unarmed","No","No","Day",2013,11,"Friday","Part One",762937.35233578,2935858.0885151,"ROSSMORE RD","","(42.30346636, -71.10530454)"
"1399",130711619,"BERPT ","RESIDENTIAL BURGLARY","05RB","C6",188,"11/08/2013 11:15:00 AM","Other","No","No","Day",2013,11,"Friday","Part One",775356.99449119,2942611.28498244,"ST MARGARET ST","","(42.32183056, -71.05926506)"
"1400",130711473,"BERPT ","RESIDENTIAL BURGLARY","05RB","E5",563,"11/07/2013 09:00:00 PM","Other","No","No","First",2013,11,"Thursday","Part One",757803.04370677,2930917.01309544,"WASHINGTON ST","","(42.28997136, -71.12436454)"
"1401",130710746,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",359,"11/08/2013 07:43:00 AM","Other","No","No","Day",2013,11,"Friday","Part One",773264.42813827,2932652.05522902,"MELVILLE AV","","(42.29453136, -71.06718956)"
"1402",130709970,"BERPT ","RESIDENTIAL BURGLARY","05RB","C6",216,"11/07/2013 08:00:00 AM","Other","No","No","Day",2013,11,"Thursday","Part One",776776.01789985,2947442.1381816,"W EIGHTH ST","","(42.33506635, -71.05392456)"
"1403",130709622,"BERPT ","RESIDENTIAL BURGLARY","05RB","E18",529,"11/07/2013 08:00:00 AM","Other","No","No","Day",2013,11,"Thursday","Part One",753674.54638636,2912537.8851556,"W MILTON ST","","(42.23958637, -71.13990954)"
"1404",130708781,"BERPT ","RESIDENTIAL BURGLARY","05RB","E13",509,"11/07/2013 10:11:00 AM","Unarmed","No","No","Day",2013,11,"Thursday","Part One",760144.65582144,2933448.14353186,"HYDE PARK AV","","(42.29688832, -71.1156682)"
"1405",130707848,"BERPTA","RESIDENTIAL BURGLARY","05RB","E5",564,"11/06/2013 11:45:00 AM","Other","No","No","Day",2013,11,"Wednesday","Part One",759268.47253444,2932372.0935186,"BROOKWAY RD","","(42.29394636, -71.11892455)"
"1406",130707568,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",145,"11/06/2013 04:30:00 PM","Unarmed","No","No","First",2013,11,"Wednesday","Part One",769376.46970686,2950850.28458051,"ST BOTOLPH ST","","(42.34452135, -71.08122955)"
"1407",130707545,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",237,"11/06/2013 06:34:00 AM","Other","No","No","Last",2013,11,"Wednesday","Part One",774116.96153819,2942312.13334978,"E COTTAGE ST","","(42.32102717, -71.06385596)"
"1408",130707542,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",255,"11/06/2013 06:45:00 AM","Unarmed","No","No","Last",2013,11,"Wednesday","Part One",775519.44757835,2938383.61725669,"GREENMOUNT ST","","(42.31022735, -71.05874524)"
"1409",130707509,"BEIP  ","RESIDENTIAL BURGLARY","05RB","E18",525,"11/06/2013 02:15:00 PM","Unarmed","No","No","Day",2013,11,"Wednesday","Part One",757204.8828296,2911697.67522186,"SIERRA RD","","(42.23723912, -71.12688596)"
"1410",130707271,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",584,"11/06/2013 12:30:00 PM","Unarmed","No","No","Day",2013,11,"Wednesday","Part One",763237.30678835,2944667.62240519,"BUCKNAM ST","","(42.32763635, -71.10404455)"
"1411",130705632,"BERPT ","RESIDENTIAL BURGLARY","05RB","D14",796,"11/05/2013 09:30:00 PM","Unarmed","No","No","First",2013,11,"Tuesday","Part One",756548.41202969,2953364.76905285,"CHESTER ST","","(42.35158421, -71.12864024)"
"1412",130705501,"BERPT ","RESIDENTIAL BURGLARY","05RB","A7",26,"11/05/2013 04:40:00 PM","Other","No","No","First",2013,11,"Tuesday","Part One",779882.43327494,2960845.89188585,"BORDER ST","","(42.37180134, -71.04216956)"
"1413",130705430,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",602,"11/05/2013 06:45:00 PM","Unarmed","No","No","First",2013,11,"Tuesday","Part One",763519.31475453,2946824.51310451,"TREMONT ST","","(42.33355135, -71.10296455)"
"1414",130705372,"BERPT ","RESIDENTIAL BURGLARY","05RB","D14",800,"11/05/2013 07:00:00 PM","Other","No","No","First",2013,11,"Tuesday","Part One",756090.57731543,2954363.63090026,"LINDEN ST","","(42.35433058, -71.13031795)"
"1415",130705208,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",301,"11/05/2013 01:00:00 PM","Unarmed","No","No","Day",2013,11,"Tuesday","Part One",765667.2517316,2943054.25784977,"HIGHLAND ST","","(42.3231779, -71.09508688)"
"1416",130704542,"SUSPER","RESIDENTIAL BURGLARY","05RB","E13",578,"11/05/2013 01:06:00 AM","Unarmed","No","No","Last",2013,11,"Tuesday","Part One",762633.99500286,2941763.55570677,"SHERIDAN ST","","(42.31967512, -71.10632518)"
"1417",130704132,"BERPT ","RESIDENTIAL BURGLARY","05RB","B3",469,"10/22/2013 09:00:00 AM","Unarmed","No","No","Day",2013,10,"Tuesday","Part One",766142.79375952,2925394.1606241,"BLUE HILL AV","","(42.27471136, -71.09363955)"
"1418",130703374,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",250,"11/04/2013 02:00:00 PM","Other","No","No","Day",2013,11,"Monday","Part One",778340.65519052,2939211.27340977,"SAVIN HILL AV","","(42.31245795, -71.04829904)"
"1419",130703211,"BERPT ","RESIDENTIAL BURGLARY","05RB","B3",922,"11/04/2013 04:15:00 PM","Unarmed","No","No","First",2013,11,"Monday","Part One",770229.54739703,2924521.90941586,"STANDARD ST","","(42.27226342, -71.07855521)"
"1420",130702699,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",170,"11/04/2013 09:00:00 AM","Other","No","No","Day",2013,11,"Monday","Part One",771243.29635377,2947577.85805452,"HARRISON AV","","(42.33551635, -71.07438456)"
"1421",130702552,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",462,"11/04/2013 04:00:00 AM","Unarmed","No","No","Last",2013,11,"Monday","Part One",771334.56027886,2934961.06307818,"BOWDOIN AV","","(42.30089405, -71.07427992)"
"1422",130701506,"ALARMC","RESIDENTIAL BURGLARY","05RB","B3",430,"11/04/2013 01:46:00 AM","Unarmed","No","No","Last",2013,11,"Monday","Part One",767312.46399235,2929504.98147069,"WOODROW AV","","(42.28597636, -71.08924456)"
"1423",130701244,"BERPT ","RESIDENTIAL BURGLARY","05RB","E5",697,"11/03/2013 01:00:00 PM","Other","No","No","Day",2013,11,"Sunday","Part One",750935.4130851,2929631.69184719,"BELGRADE AV","","(42.28652453, -71.14976566)"
"1424",130701234,"BERPT ","RESIDENTIAL BURGLARY","05RB","E18",519,"11/03/2013 05:30:00 PM","Unarmed","No","No","First",2013,11,"Sunday","Part One",759452.42623478,2919676.46963169,"WEST ST","","(42.25910636, -71.11845454)"
"1425",130701004,"BERPT ","RESIDENTIAL BURGLARY","05RB","B3",439,"11/02/2013 07:00:00 PM","Unarmed","No","No","First",2013,11,"Saturday","Part One",769806.92225801,2930637.44803777,"CALLENDER ST","","(42.28905058, -71.08000546)"
"1426",130700770,"BERPT ","RESIDENTIAL BURGLARY","05RB","E5",822,"11/03/2013 01:00:00 PM","Other","No","No","Day",2013,11,"Sunday","Part One",751589.88487327,2919066.81993236,"CROWN POINT DR","","(42.25752627, -71.14750833)"
"1427",130700764,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",292,"11/03/2013 05:00:00 PM","Unarmed","No","No","First",2013,11,"Sunday","Part One",766722.06884768,2944749.29973526,"MILLMONT ST","","(42.32781536, -71.09115638)"
"1428",130700614,"BEIP  ","RESIDENTIAL BURGLARY","05RB","B2",300,"11/03/2013 03:41:00 PM","Other","No","No","Day",2013,11,"Sunday","Part One",766188.25068961,2944082.3299406,"HIGHLAND ST","","(42.32599217, -71.09314222)"
"1429",130700350,"LARCRT","RESIDENTIAL BURGLARY","05RB","A1",83,"10/27/2013 12:00:00 PM","Unarmed","No","No","Day",2013,10,"Sunday","Part One",777028.4691666,2958764.23200719,"HANOVER ST","","(42.36613079, -71.05277132)"
"1430",130699791,"BEIP  ","RESIDENTIAL BURGLARY","05RB","A1",86,"11/03/2013 01:23:00 AM","Other","No","No","Last",2013,11,"Sunday","Part One",775819.20091585,2958054.77345236,"ENDICOTT ST","","(42.36420134, -71.05725956)"
"1431",130699670,"BERPT ","RESIDENTIAL BURGLARY","05RB","E13",639,"11/02/2013 08:00:00 PM","Unarmed","No","No","First",2013,11,"Saturday","Part One",761811.45399703,2939520.8331581,"SEGEL ST","","(42.31353135, -71.10940454)"
"1432",130699220,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",603,"11/02/2013 10:01:00 PM","Other","No","No","First",2013,11,"Saturday","Part One",763708.99121244,2946737.93420944,"TREMONT ST","","(42.33331135, -71.10226455)"
"1433",130698326,"BERPT ","RESIDENTIAL BURGLARY","05RB","D14",800,"11/02/2013 01:00:00 PM","Unarmed","No","No","Day",2013,11,"Saturday","Part One",756633.12249019,2954129.39121127,"GARDNER ST","","(42.35368135, -71.12831454)"
"1434",130696436,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",604,"11/01/2013 05:01:00 PM","Other","No","No","First",2013,11,"Friday","Part One",763203.99714368,2945983.53020644,"OSWALD ST","","(42.33124768, -71.10414514)"
"1435",130696348,"BERPT ","RESIDENTIAL BURGLARY","05RB","D14",793,"11/01/2013 10:37:00 AM","Other","No","No","Day",2013,11,"Friday","Part One",754444.52942644,2952196.88917077,"COMMONWEALTH AV","","(42.34840438, -71.13644182)"
"1436",130696327,"LARCRT","RESIDENTIAL BURGLARY","05RB","B2",306,"11/01/2013 04:14:00 PM","Unarmed","No","No","First",2013,11,"Friday","Part One",766013.14014744,2941544.70640694,"CODMAN PARK","","(42.31903111, -71.09383445)"
"1437",130695359,"BERPT ","RESIDENTIAL BURGLARY","05RB","D14",792,"10/31/2013 11:00:00 PM","Other","No","No","First",2013,10,"Thursday","Part One",753625.05173468,2951119.61212586,"ALLSTON ST","","(42.34545784, -71.13949012)"
"1438",130695180,"BEIP  ","RESIDENTIAL BURGLARY","05RB","C11",245,"11/01/2013 06:18:00 AM","Unarmed","No","No","Last",2013,11,"Friday","Part One",776776.81383001,2941228.06924494,"NEWPORT ST","","(42.31801471, -71.05404178)"
"1439",130695095,"BERPTA","RESIDENTIAL BURGLARY","05RB","C11",361,"11/01/2013 03:21:00 AM","Unarmed","No","No","Last",2013,11,"Friday","Part One",773599.98816269,2932450.51035652,"MATHER ST","","(42.29397363, -71.06595309)"
"1440",130694760,"BERPT ","RESIDENTIAL BURGLARY","05RB","C11",342,"10/31/2013 05:00:00 PM","Other","No","No","First",2013,10,"Thursday","Part One",773092.58399377,2935329.70112044,"TOPLIFF ST","","(42.30188135, -71.06777456)"
"1441",130694519,"BERPT ","RESIDENTIAL BURGLARY","05RB","D14",786,"10/31/2013 08:30:00 AM","Unarmed","No","No","Day",2013,10,"Thursday","Part One",752160.47657986,2949595.60795602,"CUMMINGS RD","","(42.34129277, -71.14493115)"
"1442",130694482,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",603,"10/31/2013 08:15:00 PM","Unarmed","No","No","First",2013,10,"Thursday","Part One",763153.15767844,2946194.17643869,"CALUMET ST","","(42.33182635, -71.10432955)"
"1443",130693913,"BERPT ","RESIDENTIAL BURGLARY","05RB","E13",579,"10/31/2013 12:00:00 PM","Unarmed","No","No","Day",2013,10,"Thursday","Part One",763442.52324144,2942352.81535502,"ARMSTRONG ST","","(42.3212818, -71.10332546)"
"1444",130693574,"ARREST","RESIDENTIAL BURGLARY","05RB","D4",619,"10/31/2013 03:05:00 PM","Unarmed","No","No","Day",2013,10,"Thursday","Part One",767304.43874594,2950820.16193736,"BURBANK ST","","(42.34446635, -71.08889455)"
"1445",130693036,"BERPT ","RESIDENTIAL BURGLARY","05RB","D14",801,"10/30/2013 02:00:00 PM","Unarmed","No","No","Day",2013,10,"Wednesday","Part One",755922.76334661,2954757.03726569,"LINDEN ST","","(42.35541209, -71.1309325)"
"1446",130693035,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",626,"10/30/2013 07:30:00 PM","Other","No","No","First",2013,10,"Wednesday","Part One",764114.6170416,2950194.59461893,"PETERBOROUGH ST","","(42.34279135, -71.10070455)"
"1447",130692939,"LARCRT","RESIDENTIAL BURGLARY","05RB","B2",587,"10/24/2013 03:00:00 PM","Unarmed","No","No","Day",2013,10,"Thursday","Part One",764704.73856477,2946299.82156861,"TREMONT ST","","(42.33209635, -71.09858955)"
"1448",130692337,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",626,"10/30/2013 08:00:00 AM","Other","No","No","Day",2013,10,"Wednesday","Part One",764114.6170416,2950194.59461893,"PETERBOROUGH ST","","(42.34279135, -71.10070455)"
"1449",130691550,"BERPT ","RESIDENTIAL BURGLARY","05RB","B3",565,"10/30/2013 04:26:00 PM","Other","No","No","First",2013,10,"Wednesday","Part One",764973.61171469,2928817.03205919,"HARVARD ST","","(42.28411916, -71.09789998)"
"1450",130691536,"IVPER ","RESIDENTIAL BURGLARY","05RB","C6",213,"10/30/2013 03:33:00 PM","Unarmed","No","No","Day",2013,10,"Wednesday","Part One",778625.64018486,2948423.08372627,"W 3RD ST","","(42.33773135, -71.04706457)"
"1451",130691179,"LARCRT","RESIDENTIAL BURGLARY","05RB","D14",763,"10/30/2013 08:00:00 AM","Unarmed","No","No","Day",2013,10,"Wednesday","Part One",749508.46810436,2953482.08509119,"PARSONS ST","","(42.35198729, -71.15468229)"
"1452",130691031,"BEIP  ","RESIDENTIAL BURGLARY","05RB","B2",281,"10/30/2013 11:14:00 AM","Unarmed","No","No","Day",2013,10,"Wednesday","Part One",769578.67369876,2944551.92250535,"GREENVILLE ST","","(42.32723569, -71.08059616)"
"1453",130690855,"BERPT ","RESIDENTIAL BURGLARY","05RB","B3",943,"10/30/2013 09:29:00 AM","Unarmed","No","No","Day",2013,10,"Wednesday","Part One",769942.44626519,2925976.13616618,"WOODGATE ST","","(42.27625781, -71.07958951)"
"1454",130689667,"BERPT ","RESIDENTIAL BURGLARY","05RB","A15",58,"10/29/2013 03:40:00 PM","Unarmed","No","No","Day",2013,10,"Tuesday","Part One",773015.25179936,2962854.50860351,"DUNSTABLE ST","","(42.37741134, -71.06754456)"
"1455",130689473,"BERPT ","RESIDENTIAL BURGLARY","05RB","B2",264,"10/29/2013 07:10:00 AM","Unarmed","No","No","Last",2013,10,"Tuesday","Part One",771233.0378441,2941537.65884885,"JULIAN ST","","(42.31894194, -71.07453393)"
"1456",130689116,"IVPER ","RESIDENTIAL BURGLARY","05RB","E13",510,"10/28/2013 09:00:00 AM","Other","No","No","Day",2013,10,"Monday","Part One",761172.97594328,2934235.58913544,"TOWER ST","","(42.29903634, -71.11185405)"
"1457",130688118,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",285,"10/26/2013 07:00:00 PM","Other","No","No","First",2013,10,"Saturday","Part One",768328.03217119,2947969.83168001,"TREMONT ST","","(42.33663135, -71.08515955)"
"1458",130688112,"BERPT ","RESIDENTIAL BURGLARY","05RB","D4",627,"10/28/2013 07:40:00 AM","Other","No","No","Day",2013,10,"Monday","Part One",764114.6170416,2950194.59461893,"PETERBOROUGH ST","KILMARNOCK ST","(42.34279135, -71.10070455)"
